Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
Vamani Overseas,3.3,(191),Furniture & Furnishing | Faridabad +12 other locations,1.1k,Furniture & Furnishing | Faridabad +12 other locations,https://www.ambitionbox.com/overview/Vamani Overseas-overview
Microlink Solutions,4.0,(192),IT Services & Consulting | Ahmedabad +27 other locations,714,IT Services & Consulting | Ahmedabad +27 other locations,https://www.ambitionbox.com/overview/Microlink Solutions-overview
Siddha Group,3.5,(190),Real Estate | Kolkata +9 other locations,870,Real Estate | Kolkata +9 other locations,https://www.ambitionbox.com/overview/Siddha Group-overview
Raksha TPA,4.0,(191),Insurance | Faridabad +20 other locations,788,Insurance | Faridabad +20 other locations,https://www.ambitionbox.com/overview/Raksha TPA-overview
Orange Retail Finance,3.8,(189),Financial Services | Chennai +52 other locations,598,Financial Services | Chennai +52 other locations,https://www.ambitionbox.com/overview/Orange Retail Finance-overview
eligarf Technologies,4.3,(189),Emerging Technologies | Pune +2 other locations,188,Emerging Technologies | Pune +2 other locations,https://www.ambitionbox.com/overview/eligarf Technologies-overview
The Indian Express,3.9,(189),Printing & Publishing | Noida +24 other locations,1.1k,Printing & Publishing | Noida +24 other locations,https://www.ambitionbox.com/overview/The Indian Express-overview
TALENTEDGE,3.3,(188),EdTech | Pune +11 other locations,990,EdTech | Pune +11 other locations,https://www.ambitionbox.com/overview/TALENTEDGE-overview
VisionTek,3.7,(190),Telecom | Hyderabad / Secunderabad +26 other locations,812,Telecom | Hyderabad / Secunderabad +26 other locations,https://www.ambitionbox.com/overview/VisionTek-overview
AISATS,3.4,(190),Aviation | New Delhi +10 other locations,401,Aviation | New Delhi +10 other locations,https://www.ambitionbox.com/overview/AISATS-overview
South Eastern Coalfields,4.4,(189),Metals & Mining | Bilaspur +26 other locations,288,Metals & Mining | Bilaspur +26 other locations,https://www.ambitionbox.com/overview/South Eastern Coalfields-overview
NCL BUILDTEK,3.8,(191),Building Material | Hyderabad / Secunderabad +32 other locations,749,Building Material | Hyderabad / Secunderabad +32 other locations,https://www.ambitionbox.com/overview/NCL BUILDTEK-overview
Zydus Hospira Oncology,4.3,(191),Ahmedabad +5 other locations,672,Ahmedabad +5 other locations,https://www.ambitionbox.com/overview/Zydus Hospira Oncology-overview
Amentum,4.0,(189),Defence & Aerospace | Bangalore / Bengaluru +22 other locations,245,Defence & Aerospace | Bangalore / Bengaluru +22 other locations,https://www.ambitionbox.com/overview/Amentum-overview
NTF Group,4.0,(188),Gurgaon / Gurugram +14 other locations,872,Gurgaon / Gurugram +14 other locations,https://www.ambitionbox.com/overview/NTF Group-overview
Turito,3.0,(188),EdTech | Hyderabad / Secunderabad +11 other locations,772,EdTech | Hyderabad / Secunderabad +11 other locations,https://www.ambitionbox.com/overview/Turito-overview
Merkle Sokrati,3.8,(189),Marketing & Advertising | Pune +2 other locations,1.5k,Marketing & Advertising | Pune +2 other locations,https://www.ambitionbox.com/overview/Merkle Sokrati-overview
Q Way Technologies,3.2,(189),Analytics & KPO | Chennai +1 other locations,904,Analytics & KPO | Chennai +1 other locations,https://www.ambitionbox.com/overview/Q Way Technologies-overview
Toyotetsu India Auto Parts,3.9,(192),Auto Components | Bangalore / Bengaluru +7 other locations,655,Auto Components | Bangalore / Bengaluru +7 other locations,https://www.ambitionbox.com/overview/Toyotetsu India Auto Parts-overview
Sel Manufacturing Co.,3.7,(189),Fashion & Textile | Ludhiana +14 other locations,693,Fashion & Textile | Ludhiana +14 other locations,https://www.ambitionbox.com/overview/Sel Manufacturing Co.-overview
Jindal Worldwide,3.4,(189),Fashion & Textile | Ahmedabad +4 other locations,942,Fashion & Textile | Ahmedabad +4 other locations,https://www.ambitionbox.com/overview/Jindal Worldwide-overview
National Small Industries Corporation,4.0,(191),Government | New Delhi +32 other locations,600,Government | New Delhi +32 other locations,https://www.ambitionbox.com/overview/National Small Industries Corporation-overview
Renata Precision Components,3.8,(191),Industrial Machinery | Pune +8 other locations,1k,Industrial Machinery | Pune +8 other locations,https://www.ambitionbox.com/overview/Renata Precision Components-overview
Anlage Infotech,3.4,(190),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,723,IT Services & Consulting | Bangalore / Bengaluru +16 other locations,https://www.ambitionbox.com/overview/Anlage Infotech-overview
Gyansys Infotech,2.9,(197),IT Services & Consulting | Bangalore / Bengaluru +11 other locations,1.8k,IT Services & Consulting | Bangalore / Bengaluru +11 other locations,https://www.ambitionbox.com/overview/Gyansys Infotech-overview
Neolite Zkw Lightings,3.8,(190),Auto Components | Bahadurgarh +9 other locations,842,Auto Components | Bahadurgarh +9 other locations,https://www.ambitionbox.com/overview/Neolite Zkw Lightings-overview
Special Technical Services,4.2,(188),Oil & Gas | Muscat +14 other locations,560,Oil & Gas | Muscat +14 other locations,https://www.ambitionbox.com/overview/Special Technical Services-overview
Zivame.com,3.7,(190),Bangalore / Bengaluru +28 other locations,977,Bangalore / Bengaluru +28 other locations,https://www.ambitionbox.com/overview/Zivame.com-overview
Leeford Healthcare,4.1,(189),Pharma | Ludhiana +55 other locations,480,Pharma | Ludhiana +55 other locations,https://www.ambitionbox.com/overview/Leeford Healthcare-overview
Nagata India,3.9,(198),Metals & Mining | Gurgaon / Gurugram +11 other locations,836,Metals & Mining | Gurgaon / Gurugram +11 other locations,https://www.ambitionbox.com/overview/Nagata India-overview
Tbea Energy,3.9,(190),Electrical Equipment | Vadodara +16 other locations,904,Electrical Equipment | Vadodara +16 other locations,https://www.ambitionbox.com/overview/Tbea Energy-overview
Piramal Realty,3.8,(189),Real Estate | Mumbai +8 other locations,1k,Real Estate | Mumbai +8 other locations,https://www.ambitionbox.com/overview/Piramal Realty-overview
Safran Engineering Services India,3.3,(188),Aviation | Bangalore / Bengaluru +6 other locations,1.4k,Aviation | Bangalore / Bengaluru +6 other locations,https://www.ambitionbox.com/overview/Safran Engineering Services India-overview
Bull Machines,3.8,(188),Engineering & Construction | Coimbatore +30 other locations,922,Engineering & Construction | Coimbatore +30 other locations,https://www.ambitionbox.com/overview/Bull Machines-overview
Ncc Urban Infrastructure,3.9,(188),Engineering & Construction | Hyderabad / Secunderabad +23 other locations,803,Engineering & Construction | Hyderabad / Secunderabad +23 other locations,https://www.ambitionbox.com/overview/Ncc Urban Infrastructure-overview
Corecard Software,3.8,(190),FinTech | Bhopal +6 other locations,1.2k,FinTech | Bhopal +6 other locations,https://www.ambitionbox.com/overview/Corecard Software-overview
COWI,4.0,(188),Engineering & Construction | Gurgaon / Gurugram +4 other locations,608,Engineering & Construction | Gurgaon / Gurugram +4 other locations,https://www.ambitionbox.com/overview/COWI-overview
HMSHost,3.6,(188),FMCG | Bangalore / Bengaluru +11 other locations,577,FMCG | Bangalore / Bengaluru +11 other locations,https://www.ambitionbox.com/overview/HMSHost-overview
M*Modal,3.6,(187),IT Services & Consulting | Bangalore / Bengaluru +10 other locations,506,IT Services & Consulting | Bangalore / Bengaluru +10 other locations,https://www.ambitionbox.com/overview/M*Modal-overview
Knoldus Inc,3.9,(187),IT Services & Consulting | Noida +3 other locations,532,IT Services & Consulting | Noida +3 other locations,https://www.ambitionbox.com/overview/Knoldus Inc-overview
NKC Projects,4.0,(187),Engineering & Construction | Gurgaon / Gurugram +23 other locations,898,Engineering & Construction | Gurgaon / Gurugram +23 other locations,https://www.ambitionbox.com/overview/NKC Projects-overview
Ascendum KPS,3.7,(190),Ahmedabad +10 other locations,846,Ahmedabad +10 other locations,https://www.ambitionbox.com/overview/Ascendum KPS-overview
MBL Infrastructure Limited,3.9,(188),Engineering & Construction | New Delhi +22 other locations,513,Engineering & Construction | New Delhi +22 other locations,https://www.ambitionbox.com/overview/MBL Infrastructure Limited-overview
Mangalam Cement,4.2,(189),Building Material | Kota +24 other locations,766,Building Material | Kota +24 other locations,https://www.ambitionbox.com/overview/Mangalam Cement-overview
Matix Fertilisers & Chemicals,3.7,(188),Chemicals | Durgapur +14 other locations,854,Chemicals | Durgapur +14 other locations,https://www.ambitionbox.com/overview/Matix Fertilisers & Chemicals-overview
Business Integrity Services,4.2,(187),Healthcare | Chennai +3 other locations,426,Healthcare | Chennai +3 other locations,https://www.ambitionbox.com/overview/Business Integrity Services-overview
Corecard Software,3.8,(190),FinTech | Bhopal +6 other locations,1.2k,FinTech | Bhopal +6 other locations,https://www.ambitionbox.com/overview/Corecard Software-overview
Mangalam Cement,4.2,(189),Building Material | Kota +24 other locations,766,Building Material | Kota +24 other locations,https://www.ambitionbox.com/overview/Mangalam Cement-overview
Ascendum KPS,3.7,(190),Ahmedabad +10 other locations,846,Ahmedabad +10 other locations,https://www.ambitionbox.com/overview/Ascendum KPS-overview
NKC Projects,4.0,(187),Engineering & Construction | Gurgaon / Gurugram +23 other locations,898,Engineering & Construction | Gurgaon / Gurugram +23 other locations,https://www.ambitionbox.com/overview/NKC Projects-overview
Knoldus Inc,3.9,(187),IT Services & Consulting | Noida +3 other locations,532,IT Services & Consulting | Noida +3 other locations,https://www.ambitionbox.com/overview/Knoldus Inc-overview
Ushodaya Enterprises,4.1,(189),FMCG | Hyderabad / Secunderabad +28 other locations,755,FMCG | Hyderabad / Secunderabad +28 other locations,https://www.ambitionbox.com/overview/Ushodaya Enterprises-overview
HMSHost,3.6,(188),FMCG | Bangalore / Bengaluru +11 other locations,577,FMCG | Bangalore / Bengaluru +11 other locations,https://www.ambitionbox.com/overview/HMSHost-overview
Innovalance Learning Systems,3.3,(188),EdTech | New Delhi +14 other locations,307,EdTech | New Delhi +14 other locations,https://www.ambitionbox.com/overview/Innovalance Learning Systems-overview
Business Integrity Services,4.2,(187),Healthcare | Chennai +3 other locations,426,Healthcare | Chennai +3 other locations,https://www.ambitionbox.com/overview/Business Integrity Services-overview
PERSOLKELLY,3.6,(188),Bangalore / Bengaluru +37 other locations,814,Bangalore / Bengaluru +37 other locations,https://www.ambitionbox.com/overview/PERSOLKELLY-overview
Everest Fleet,3.2,(189),Urban Transport | Mumbai +15 other locations,731,Urban Transport | Mumbai +15 other locations,https://www.ambitionbox.com/overview/Everest Fleet-overview
Quest Diagnostics,4.1,(187),Healthcare | Hyderabad / Secunderabad +11 other locations,865,Healthcare | Hyderabad / Secunderabad +11 other locations,https://www.ambitionbox.com/overview/Quest Diagnostics-overview
Vistra Corporate Services,3.6,(188),Power | Mumbai +10 other locations,1.1k,Power | Mumbai +10 other locations,https://www.ambitionbox.com/overview/Vistra Corporate Services-overview
Red FM 93.5,3.9,(187),Broadcasting | Bangalore / Bengaluru +48 other locations,733,Broadcasting | Bangalore / Bengaluru +48 other locations,https://www.ambitionbox.com/overview/Red FM 93.5-overview
Goodluck,3.6,(190),Iron & Steel | Ghaziabad +20 other locations,775,Iron & Steel | Ghaziabad +20 other locations,https://www.ambitionbox.com/overview/Goodluck-overview
Dr Mohan's Diabetes Specialities Centre,3.8,(188),Healthcare | Chennai +35 other locations,602,Healthcare | Chennai +35 other locations,https://www.ambitionbox.com/overview/Dr Mohan's Diabetes Specialities Centre-overview
Pure & Cure Healthcare,4.1,(189),Pharma | Haridwar +9 other locations,597,Pharma | Haridwar +9 other locations,https://www.ambitionbox.com/overview/Pure & Cure Healthcare-overview
Loconav,3.1,(187),Software Product | Gurgaon / Gurugram +9 other locations,1.2k,Software Product | Gurgaon / Gurugram +9 other locations,https://www.ambitionbox.com/overview/Loconav-overview
Citylife Retail,3.9,(186),Retail | Kolkata +47 other locations,399,Retail | Kolkata +47 other locations,https://www.ambitionbox.com/overview/Citylife Retail-overview
Bharathi Cement,4.0,(189),Building Material | Kadapa +30 other locations,669,Building Material | Kadapa +30 other locations,https://www.ambitionbox.com/overview/Bharathi Cement-overview
Weatherford,3.9,(189),Oil & Gas | Mumbai +20 other locations,820,Oil & Gas | Mumbai +20 other locations,https://www.ambitionbox.com/overview/Weatherford-overview
DST Worldwide Services,4.0,(187),Hyderabad / Secunderabad +5 other locations,1k,Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/DST Worldwide Services-overview
Lokesh Machines,3.5,(186),Industrial Machinery | Hyderabad / Secunderabad +10 other locations,785,Industrial Machinery | Hyderabad / Secunderabad +10 other locations,https://www.ambitionbox.com/overview/Lokesh Machines-overview
Eternis Fine Chemicals,3.5,(187),Chemicals | Pune +7 other locations,971,Chemicals | Pune +7 other locations,https://www.ambitionbox.com/overview/Eternis Fine Chemicals-overview
Bharathi Cement,4.0,(189),Building Material | Kadapa +30 other locations,669,Building Material | Kadapa +30 other locations,https://www.ambitionbox.com/overview/Bharathi Cement-overview
STMicroelectronics,4.1,(188),Semiconductors | Noida +7 other locations,1k,Semiconductors | Noida +7 other locations,https://www.ambitionbox.com/overview/STMicroelectronics-overview
The BIM Engineers,4.3,(189),Engineering & Construction | Gurgaon / Gurugram +12 other locations,831,Engineering & Construction | Gurgaon / Gurugram +12 other locations,https://www.ambitionbox.com/overview/The BIM Engineers-overview
Amber,4.0,(188),Internet | Pune +6 other locations,575,Internet | Pune +6 other locations,https://www.ambitionbox.com/overview/Amber-overview
ION Group,3.3,(188),Software Product | Noida +8 other locations,1.3k,Software Product | Noida +8 other locations,https://www.ambitionbox.com/overview/ION Group-overview
